siteID,sitename,siteNumInCensus,year,established,ts_length,cov_hours,cov_visits,cov_times,cov_notes,area,richness,territories,terr_notes,weather
8,WHITE ASH-RED MAPLE FOREST,321991.0,1991.0,1986.0,6,10.0,10,," (6 sunrise, 3 sunset); 22, 27, 29, 30 May; 1, 3, 5, 6, 9, 10 june.",16.2,29.0,82.0,202/40 ha,"Mean start temp., 17.7°C (range 1224°C)."
196,MATURE BROADLEAF FOREST,331991.0,1991.0,1991.0,1,24.6,10,," (9 sunrise); 1, 8, 9, 15, 22, 23, 29, 30 June; 4, 6 July.",16.0,27.0,85.5,214/40 ha,"Mean start temp, 216°C (range 16-25°C)."
134,MIXED HARDWOOD SWAMP,341991.0,1991.0,1989.0,2,28.0,8,," (8 sunrise); 23, 27, 30 May; 3, 6, 10, 13, 17 June.",12.1,31.0,77.0,255/40 ha,"Mean start temp., 15.4°C (range 11-18°C). By the end of the nesting season, the area had been declared a federal disaster area due to drought conditions."
103,RIPARIAN DECIDUOUS FOREST,351991.0,1991.0,1989.0,3,21.5,8,," (1 sunrise); 8, 29 May; 5, 13, 15, 30 June; 6, 11 July.",18.0,35.0,130.5,290/40 ha,"Mean start temp., 20°C (range 12-27°C). Temperatures slightly above average for the period 8 May to 11 July. Precipitation above average in May, below average in June, and normal for first half of July."
197,DRY COTTONWOOD SAND DUNE,361991.0,1991.0,1973.0,3,23.5,10,," (8 sunrise, 2 sunset); 6, 13, 16, 17, 20, 21, 25, 26, 30 June; 3 July.",10.0,7.0,15.5,62/40 ha,"Mean start temp., 21°C (range 20-22°C)."
198,RED ASH-RED OAK SAVANNAH,371991.0,1991.0,1991.0,1,45.0,11,," (9 sunrise, 2 sunset); 1, 2, 5, 6, 9, 13, 17, 20, 23, 24 June; 10 July.",10.3,26.0,121.0,470/40 ha,"Mean start temp., 21°C (range 20-23°C)."
199,RED OAK-IRONWOOD SAVANNAH,381991.0,1991.0,1979.0,2,45.0,11,," (9 sunrise, 2 sunset); 5, 6, 8, 13, 14, 15, 18, 19, 21 June; 9 July.",12.0,27.0,164.5,548/40 ha,"Mean start temp., 20°C (range 18-22°C)."
200,RED OAK-SUGAR MAPLE FOREST,391991.0,1991.0,1973.0,3,49.3,13,," (10 sunrise, 2 sunset); 3, 5, 8, 9, 12, 13, 14, 19, 20, 24 June; 10 July.",11.0,25.0,135.5,493/40 ha,"Mean start temp., 21°C (range 20-25°C)."
201,RED OAK-SUGAR MAPLE SAVANNAH,401991.0,1991.0,1979.0,2,45.0,12,," (9 sunrise, 3 sunset); 3, 6, 7, 8, 10, 12, 17, 18, 21, 23, 24 June; 9 July.",10.5,25.0,137.0,522/40 ha,"Mean'start temp, 20°C (range 18-23°C)."
202,RED OAK-WHITE BIRCH SAVANNAH,411991.0,1991.0,1978.0,3,27.6,10,," (8 sunrise, 2 sunset); 19, 20, 21, 25, 26 June; 2, 3, 10, 11 July.",10.0,25.0,69.5,278/40 ha,"Mean start temp., 22°C (range 19-23°C)."
13,OAK-MAPLE RIDGE-TOP FOREST,421991.0,1991.0,1982.0,10,24.0,11,," (11 sunrise); 2, 4, 8, 11, 13, 18, 20, 25 May; 5, 8, 12 June.",19.3,18.0,39.0,81/40 ha,"Mean start temp, 14°C (range 10-22°C)."
12,OAK-MAPLE SLOPE FOREST,431991.0,1991.0,1982.0,10,21.3,10,," (10 sunrise); 29 April; 15, 21, 22, 25, 27, 29 May; 3, 14, 20 June.",16.9,16.0,38.5,91/40 ha,No data provided.
203,SUBURBAN DECIDUOUS WOODLOT,441991.0,1991.0,1991.0,1,26.2,12,," (12 sunrise); 21, 23, 28, 30 May; 4, 6, 11, 13, 18, 20, 25, 27 June.",10.0,23.0,71.0,284/40 ha,"Mean start temp., 19.2°C (range 13-24°C)."
204,MATURE MESIC OAK FOREST,451991.0,1991.0,1991.0,1,25.2,11,," (11 sunrise); 11, 12, 20, 27, 28 May; 28 June.",10.6,22.0,62.5,236/40 ha,"Mean start temp., 16.7°C (range 7-22°C)."
152,UPLAND OAK-RED MAPLE FOREST,461991.0,1991.0,1990.0,2,29.6,13,," (12 sunrise, 1 sunset); 5, 29 May; 28, 29, 30 June; 2, 4, 6, 7, 9, 11, 16 July.",10.1,27.0,80.5,319/40 ha,"Mean start temp., 17.5°C (range 5-29°C). Temperature and precipitation departures, respectively, from the 100-yr mean for: May, +3.2°C, -2.7 cm; June, + 12°C, -4.9 cm; July, -O.5°C, -3.7 cm. Data source: University of Rhode Island weather station, Kingston, RI."
205,DECIDUOUS CLEARCUT,471991.0,1991.0,1975.0,13,12.3,8,," (8 sunrise); 25, 26, 27, 29 May; 5, 8, 9, 16 June.",20.2,27.0,66.5,132/40 ha,No data provided.
153,MESOPHYTIC FOREST I,481991.0,1991.0,1981.0,10,14.1,12,," (8 sunrise, 4 sunset); 22, 26, 27, 29, 30 May; 2, 3, 7, 9, 10, 11, 15 June.",6.1,18.0,65.0,426 / 40 ha,"Mean start temp., 186°C (range 16-20°C). Temperatures were above average, precipitation below average for the census period."
16,MESOPHYTIC FOREST II,491991.0,1991.0,1981.0,10,12.2,12,," (8 sunrise, 4 sunset); 22, 26, 27, 29, 30 May; 2, 3, 7, 9, 10, 11, 15 June.",6.1,18.0,57.0,374/ 40 ha,"Mean start temp., 184°C (range 16-20°C). Temperatures were above average and precipitation was below average for the census period."
206,OLD-GROWTH MIXED CONIFEROUS-RED FIR,501991.0,1991.0,1985.0,7,112.0,24,," (24 sunrise); 28, 29, 31 May; 3, 5, 6, 10, 11, 13, 14, 18, 19, 21, 24, 26, 28 June.",42.3,28.0,200.0,189/40 ha,"Mean start temp., 5.3°C (range -1-13°C). Due to heavy snow storms during March, there was a considerable amount of snow covering the plot when censusing began."
207,RIPARIAN FOREST,511991.0,1991.0,1991.0,1,18.8,10,," (8 sunrise, 2 sunset); 25, 26, 29, 31 May; 4, 11, 12, 14, 19, 28 June.",10.3,28.0,67.0,260/40 ha,"Mean start temp, 10.1°C (range 4-17°C)."
208,HEAVILY-THINNED WHITE SPRUCE PLANTATION,521991.0,1991.0,1985.0,7,21.5,11,," (8 sunrise; maximum number of observers/trip, 14); 13, 15, 20, 21, 24 May; 13, 14, 20, 22 June; 2, 3 July.",4.1,22.0,37.0,361/40 ha,"Mean start temp, 11.1°C (range 7-18°C). Temperature departures from average for May and June, respectively, +1°C and +1.5°C. Precipitation in May was average, in June, 2.3 cm below average. Data source: The Guillemot, newsletter of the Sorrento Scientific Society, Sorrento, ME."
155,MATURE RED SPRUCE FOREST,531991.0,1991.0,1989.0,3,24.5,8,," (8 sunrise); 24, 25 May; 1, 8, 15, 27 June; 6, 12 July.",16.0,26.0,65.0,163/40 ha,"Mean start temp., 11.8°C (range 448°C). The departure in the mean daily temperature from mid-May through mid-July was -1°C. Total precipitation during the same period was 1 cm below the long-term mean. Data source: Northeast Regional Climate Center, Cornell University, Ithaca, NY."
36,JACK PINE FOREST,541991.0,1991.0,1985.0,7,21.3,11,," (10 sunrise, 1 sunset); 4, 5, 6, 8, 11, 14, 18, 20, 21, 22, 23 June.",16.0,11.0,31.0,78/40 ha,"Mean start temp, 13°C (range 10-18°C)."
39,UPLAND CHRISTMAS TREE FARM,551991.0,1991.0,1983.0,9,18.3,9,,"; 26 May; 2, 9, 17, 25 June; 3, 10, 18 July; 13 August.",10.7,19.0,64.0,239/40 ha,"Mean start temp, 209°C (range 17-29°C). The average daily temperature in May, 16.1°C, was 7°C above the 57-yr mean; June, 183°C, and July, 209°C, were slightly above the long-term mean. Precipitation in May, 5.1 cm, and June, 0.9 cm, was well below the average, while July rainfall, 8.3 cm, was normal."
37,UPLAND SCOTCH PINE PLANTATION,561991.0,1991.0,1969.0,23,13.0,11,," (2 sunset); 9 April; 12, 29 May; 5, 12, 19, 26 June; 4, 11, 19 July; 14 August.",9.3,21.0,45.0,194/40 ha,"Mean start temp, 229°C (range 19-28°C). See BBC #55."
209,TAMARACK SLOUGH,571991.0,1991.0,1973.0,4,39.5,12,," (9 sunrise, 3 sunset); 7, 9, 14, 17, 27, 28, 29, 30 June; 1, 2, 3 July.",8.8,28.0,95.5,434/40 ha,"Mean start temp., 24°C (range 23-26°C)."
210,WHITE PINE-WHITE CEDAR SAVANNAH,581991.0,1991.0,1973.0,4,28.0,10,," (9 sunrise, 1 sunset); 2, 3, 7, 9, 14, 16, 17, 19, 24, 27 June.",9.3,24.0,75.0,323/40 ha,"Mean start temp., 20°C (range 18-22°C)."
157,MATURE WHITE PINE FOREST,591991.0,1991.0,1990.0,2,22.9,12,," (12 sunrise); 5, 8, 9, 11, 16, 19, 21, 24 May; 1, 2, 6, 7 June.",10.1,21.0,70.5,279/40 ha,"Mean start temp., 7.6°C (range 2-16°C). Temperature and precipitation departures, respectively, from the 100-yr mean for: May, +3.2°C, -2.7 cm; June, + 12°C, -4.9 cm; July, -0.5°C, -3.7 cm. Data source: University of Rhode Island weather station, Kingston, RI."
118,PINYON-JUNIPER WOODLAND,601991.0,1991.0,1983.0,9,20.9,8,," (8 sunrise); 8, 15, 22, 29 April; 6, 13, 20, 27 May.",31.3,11.0,14.0,18/40 ha,"Mean start temp, 5.5°C (range -1-14°C)."
20,GRAZED OAK-PINE WOODLAND,611991.0,1991.0,1985.0,7,117.0,24,," (24 sunrise); 25, 28 March; 1, 2, 4, 5, 9, 10, 13, 15, 18, 19, 23, 24, 26, 29 April.",29.7,25.0,139.5,188/40 ha,"Mean start temp., 84°C (range 5-14°C). See BBC #62."
19,UNGRAZED OAK-PINE WOODLAND,621991.0,1991.0,1985.0,7,125.0,24,," (24 sunrise); 25, 28 March; 1, 2, 4, 5, 9, 10, 13, 15, 18, 19, 23, 24, 26, 29 April.",29.7,29.0,134.5,181/40 ha,"Mean start temp., 7.4°C (range 4-13°C). March was unseasonably wet causing intermittent streams, ponds, and wet meadows to contain water during the breeding season."
159,PONDEROSA PINE-SCRUB OAK FOREST,631991.0,1991.0,1980.0,11,23.3,11,," (10 sunrise, 1 sunset); 10, 14, 16, 22, 30 May; 4, 11, 14, 20, 27 June; 3 July. Maximum number of observers/trip, six.",12.0,22.0,135.0,450/40 ha,"Mean start temp, 14.5°C (range 10-20°C). Mean temperature and precipitation, respectively, for: May, 122°C, 2.54 cm; June, 15.6°C, 8.08 cm; July, 189°C, 11.2 cm."
109,CLIMAX HEMLOCK-WHITE PINE FOREST WITH,641991.0,1991.0,1965.0,25,14.8,8,," (2 sunrise, 1 sunset); 17, 31 May; 1, 7, 8, 11, 22 June.",105.0,40.0,91.5,349/40 ha,"Mean start temp, 19.8""C (range 8727°C)."
211,MATURE BROADLEAF-CONIFEROUS FORESTED,651991.0,1991.0,1991.0,1,27.0,10,," (10 sunrise); 13, 18, 25, 27, 28 May; 1, 8, 9, 15, 29 June.",21.5,35.0,131.0,244/40 ha,"Mean start temp, 198°C (range 13-26°C). Temperature departure from average for the census period, +2.8°C. Precipitation departure from average for: May, +4.5 cm, June, -1.1 cm. Data source: Bradley Airport, Windsor Locks, CT."
212,OAK-HEMLOCK FOREST,661991.0,1991.0,1953.0,21,24.9,20,," (20 sunrise); 18, 23, 26, 30 May; 2, 6, 8, 16, 19, 23, 24, 30 June; 7 July.",23.1,32.0,102.0,177/40 ha,"Mean start temp, 15.2°C (range 10-19°C)."
213,UPLAND OAK,671991.0,1991.0,1989.0,3,8.1,8,," (8 sunrise); 25, 29, 31 May; 5, 11, 14, 17, 21 June.",10.5,19.0,92.0,350/40 ha,"Mean start temp., 154°C (range 8-21°C). Rainfall of 12.7 cm for May and June was well below the 19.6 cm mean for the same period since 1983."
108,YOUNG MIXED HARDWOOD-CONIFER STAND,681991.0,1991.0,1978.0,14,13.8,8,," (1 sunrise, 4 sunset); 17, 31 May; 1, 6, 7, 11, 21, 22 June.",8.5,42.0,99.5,468/40 ha,"Mean start temp, 20°C (range 10-27°C)."
162,MIXED OAK-VIRGINIA PINE FOREST,691991.0,1991.0,1990.0,2,63.4,15,," (14 sunrise); 8, 11, 14, 17, 22, 29 May; 1, 5, 8, 11, 14, 18, 21, 24, 27 June.",38.0,43.0,186.0,196/40 ha,No data provided. Mean daily temperatures were well above average during May. Precipitation during May through August was about one-third below normal.
163,TAMARACK BOG AND HARDWOOD,701991.0,1991.0,1976.0,16,8.0,8,," (8 sunrise); 1, 2, 8, 9, 15, 16, 22, 23 June.",8.5,13.0,19.0,89/40 ha,"Mean start temp., 16.2°C (range 13-18°C)."
214,ASPEN -PIN E WILDERNESS,711991.0,1991.0,1991.0,1,19.0,8,," (4 sunrise, 1 sunset); 23, 25, 27 June; 1, 2, 3, 9, 11 July.",13.4,15.0,79.5,237/40 ha,"Mean start temp, 204°C (range 18-24°C)."
215,MATURE RED PINE FOREST WITH DECIDUOUS UNDER-,721991.0,1991.0,1990.0,2,25.8,9,," (7 sunrise, 2 sunset); 18, 21, 23, 25, 28, 30 June; 5, 6, 7 July.",100.0,18.0,128.5,514/40 ha,"Mean start temp, 161°C (range 13-22°C)."
216,MIXED PINE-ASPEN FOREST,731991.0,1991.0,1991.0,1,26.5,9,," (6 sunrise, 1 sunset); 8, 11, 18, 19, 22, 25, 28, 29 June.",10.0,15.0,73.5,294/40 ha,"Mean start temp., 193°C (range 18-24°C)."
217,YOUNG ASPEN FOREST WITH SCATTERED,741991.0,1991.0,1990.0,2,24.5,8,," (6 sunrise, 2 sunset); 18, 20, 25, 28, 30 June; 2, 3 July.",10.3,28.0,121.5,472/40 ha,"Mean start temp., 19.7°C (range 16-28°C)."
38,UPLAND MIXED PINE-SPRUCE-HARDWOOD,751991.0,1991.0,1974.0,18,17.3,10,," (3 sunset); 29 March; 29 April; 5, 19, 30 May; 6, 13, 20, 27 June; 5 July.",16.6,32.0,88.0,212/40 ha,"Mean start temp, 176°C (range 9-27°C). See BBC #55."
165,MATURE HEMLOCK-HARDWOOD FOREST,761991.0,1991.0,1990.0,2,24.5,8,," (7 sunrise, 1 sunset); 20, 30 May; 1, 10, 18, 24, 26 June; 8 July.",10.0,31.0,108.5,434/40 ha,"Mean start temp., 20°C (range 16-27°C). Mean average temp. for May 4°C above normal, precipitation 0.4 cm above normal. Mean average temp. for June 4.5°C above normal, precipitation 6.6 cm below average. Source: National Weather Service, Mound City."
218,DRY COTTONWOOD-JUNIPER SAVANNAH,771991.0,1991.0,1991.0,1,19.0,10,," (9 sunrise, 1 sunset); 1, 2, 3, 6, 14, 16, 17, 19, 20, 25 June.",10.5,10.0,26.0,99/40 ha,"Mean start temp., 20°C (range 17-22°C)."
219,INTERGRADING DUNE-SWALE SAVANNAH,781991.0,1991.0,1965.0,5,25.0,10,," (8 sunrise, 2 sunset); 31 May; 1, 2, 3, 6, 15, 19, 27, 30 June.",11.0,10.0,33.5,122/40 ha,"Mean start temp., 19°C (range 1522°C)."
220,RED OAK-WHITE PINE SAVANNAH,791991.0,1991.0,1991.0,1,26.0,10,," (8 sunrise, 2 sunset); 10, 19, 20, 21, 25, 26 June; 2, 11, 12 July.",11.0,19.0,60.0,218/40 ha,"Mean start temp, 22°C (range 19-23°C)."
221,HARDWOOD FOREST WITH SCATTERED PINE,801991.0,1991.0,1991.0,1,16.0,10,," (10 sunrise); 22, 24, 25, 29 May; 2, 6, 8, 12, 18, 30 June.",19.2,28.0,91.5,191 /40 ha,"Mean start temp., 14.8°C (range 5~21°C)."
222,MATURE UPLAND OAK-BEECH-WHITE PINE FOREST,811991.0,1991.0,1991.0,1,39.1,14,," (11 sunrise, 1 sunset); 17, 20, 22, 25, 29 May; 6, 9, 10, 16, 22, 23 June; 1, 4 July.",10.2,28.0,85.5,335/40 ha,"Mean start temp, 15°C (range 3-20°C). Temperature and precipitation departures, respectively, from the 100yr mean for: May, +3.2°C, -2.7 cm; June, + 12°C, -4.9 cm; July, +0.5°C, -3.7 cm. Data source: University of Rhode Island weather station, Kingston, RI."
223,MATURE DECIDUOUS-CONIFEROUS FOREST,821991.0,1991.0,1991.0,1,19.3,12,," (12 sunrise); 21 April; 8 May; 4, 6, 9, 11, 13, 16, 17, 18 June; 6, 16 July.",10.2,47.0,545.0,214/40 ha,"Mean start temp, 18°C (range 8-23°C)."
29,HEMLOCK-WHITE PINE-MIXED HARDWOOD FOREST,831991.0,1991.0,1979.0,6,11.7,9,," (8 sunrise, 1 sunset); 13, 17, 25, 27 May; 1, 4, 9, 13, 29 June.",6.1,14.0,35.5,233/40 ha,"Mean start temp., 16.9°C (range 13-21°C)."
224,MIXED PINE,841991.0,1991.0,1981.0,5,15.9,10,," (8 sunrise, 1 sunset); 4, 5, 6, 9, 11, 12, 13, 21, 24, 27 June.",6.1,15.0,31.0,203/ 40 ha,"Mean start temp., 15.5°C (range 9-24°C)."
225,SLOPED MIXED DECIDUOUS-CONIFEROUS FOREST,851991.0,1991.0,1991.0,1,32.9,11,," (11 sunrise); 23, 27 May; 1, 5, 8, 11, 13, 26 June; 3, 6, 16 July.",12.3,35.0,40.0,130/40 ha,"Mean start temp, 136°C (range 9-20°C). Temperature and precipitation departures, respectively, from the 30-yr mean for: May, +1.8°C, -2.3 cm; June, +0.4°C, -1.4 cm; July, -0.6°C, -3.2 cm. Source: Fairbanks Museum, Cavendish reporting station."
80,SUBURBAN CEMETERY,861991.0,1991.0,1978.0,12,22.0,22,," (16 sunrise); 16, 20, 25 March; 1, 8, 15, 17, 24, 25, 26, 27 April; 3, 7, 11, 20, 27 May; 3, 10, 17, 23, 30 June; 10 July.",15.0,20.0,60.0,160/40 ha,"Mean start temp., 169°C (range 7-28°C)."
226,MATURE UPPER MIXED-CONIFEROUS,871991.0,1991.0,1985.0,7,120.0,24,," (24 sunrise); 28, 29, 31 May; 3, 5, 6, 10, 11, 13, 14, 18, 19, 21, 24, 26, 28 June.",42.3,39.0,282.5,268/40 ha,"Mean start temp., 7°C (range 1-14°C). Due to heavy snow storms during March, there was a considerable amount of snow covering the plot when censusing began."
44,MOUNTAIN MEADOW AND OPEN CONIFEROUS FOREST,881991.0,1991.0,1981.0,10,27.5,13,,"; 10, 20 May; 9, 26 June; 3, 5, 6, 18 July; 6, 7, 21, 22, 23 August.",13.0,24.0,60.0,185/40 ha,"Mean start temp, 14.9°C (range 11-20°C)."
227,TRANSITION FOREST AND THICKET,891991.0,1991.0,1953.0,21,8.8,10,," (10 sunrise); 18, 26, 30 May; 2, 8, 16, 19, 23, 30 June; 7 July.",6.5,21.0,21.5,132/40 ha,"Mean start temp., 16°C (range 10-19°C)."
121,BULRUSH AND CATTAIL MARSH IN CONIFER FOREST,901991.0,1991.0,1975.0,15,24.0,8,," (6 sunrise, 1 sunset); 16 April; 28 May; 1, 2, 8, 9, 21 June; 6 July.",40.5,55.0,244.0,240/40 ha,"Mean start temp., 161°C (range 926°C)."
228,DECIDUOUS FOREST WITH POND,911991.0,1991.0,1964.0,28,9.0,9,," (9 sunrise; maximum number of observers/trip, 8); 14, 16, 21, 23, 28, 30 May; 6, 11, 13 June.",16.2,19.0,36.0,89/40 ha,"Mean start temp., 139°C (range 7~18°C)."
170,SUBURBAN BIRD SANCTUARY,921991.0,1991.0,1983.0,8,9.5,8,," (6 sunrise, 2 sunset); 5, 15, 26 May; 1, 20 June; 5, 11, 15 July.",10.8,26.0,47.5,176/40 ha,"Mean start temp., 21.1°C (range 18-24°C)."
229,DISTURBED OAK-HICKORY,931991.0,1991.0,1937.0,49,75.5,8,,"; 1, 14, 15, 28 June; 26 July; 22, 30 August; 11 September.",14.2,32.0,69.0,194/40 ha,"Mean start temp, 25°C (range 21-29°C)."
171,FIELD,941991.0,1991.0,1989.0,3,14.8,8,," (1 sunrise, 2 sunset); 27 April; 25 May; 1, 8, 14, 28, 29 June; 1 July.",6.6,21.0,122.0,739/40 ha,"Mean start temp., 22.8°C (range 1729°C)."
230,SEDGE-TAMARACK DUNE POND,951991.0,1991.0,1978.0,2,24.0,10,," (8 sunrise, 2 sunset); 13, 14, 16, 17, 18, 19, 21, 24, 25 June; 1 July.",10.0,10.0,58.5,234/40 ha,"Mean start temp., 22°C (range 19-24°C)."
231,SHRUBBY TREES,961991.0,1991.0,1990.0,2,12.4,8,," (1 sunrise, 1 sunset); 27 April; 25 May; 1, 8, 14, 19, 29 June; 1 july.",7.3,21.0,60.0,329/40 ha,"Mean start temp, 229°C (range 19-27°C)."
232,SCATTERED MIXED CONIFEROUS FOREST IN,971991.0,1991.0,1973.0,19,15.8,8,," (6 sunrise); 3, 4, 9, 10, 15, 16, 17, 21 July. Census was started late in the season due to weather.",32.4,8.0,18.0,22/40 ha,"Mean start temp., 26.6°C (range 18-43°C). Heavy snows blanketed the census area in May and June."
133,COASTAL FRESHWATER MARSH,981991.0,1991.0,1985.0,7,9.1,8,," (1 sunrise); 4, 10, 18 April; 1, 10, 15, 22, 29 May.",10.5,19.0,103.0,392/ 40 ha,"Mean start temp., 8°C (range 6-11°C). Total precipitation for the census period (3.81 cm) was near the 37-yr mean of 4.81 cm (Data source, Audubon Canyon Ranch, unpubl.). 1991 was the fifth consecutive yr of below-average winter rainfall."
141,NORTHERN OAK WOODLAND,11992.0,1992.0,1990.0,3,11.7,10,," (4 sunrise); 25 March; 2, 7, 16, 22, 29 April; 6, 14, 20, 28 May.",16.0,23.0,41.0,103/40 ha,"Mean start temp, 11.9°C (range 7-15°C). Seasonably mild with winter rainfall approaching normal after five years of drought."
88,RIPARIAN WOODLAND,21992.0,1992.0,1989.0,4,19.6,10,," (8 sunrise, 2 sunset); 18, 19, 25 April; 2, 16, 23 May; 7, 13, 19 June; 5 July.",11.7,33.0,169.0,578/40 33 ha,"Mean start temp., 163°C (range 12-24°C). Temperatures were near normal for the study period. Rainfall was below average following above-average winter rains."
181,WESTERN SYCAMORE WOODLAND WITH,31992.0,1992.0,1990.0,3,65.5,13,," (13 sunrise); 9, 13, 19 March; 6, 14, 18, 23, 28, 30 April; 8, 15, 25 May; 4 June. Maximum number of observers/visit, 15.",15.9,33.0,110.0,277/40 ha,"Mean start temp., 100°C (range 3-19°C). This is the sixth year of drought in the state. Temperature and cloud conditions were normal for the season. Locally, rainfall was near normal."
233,WILLOW RIPARIAN WOODLAND AND EDGE,41992.0,1992.0,1992.0,1,26.5,12,," (12 sunrise); 28 February; 8, 11,20, 26 March; 7, 13, 24 April; 5, 11, 19, 27 May.",8.1,16.0,47.0,232/40 ha,"Mean start temp., 11.7°C (range 9-14°C). This is the sixth year of drought in central California, with only 80% of normal rainfall."
90,MIXED HARDWOOD POLETIMBER,51992.0,1992.0,1965.0,26,11.3,7,," (1 sunrise, 4 sunset); 19, 20 May; 3, 9, 10, 15, 17 June.",8.5,42.0,96.5,454/40 ha,"Mean start temp., 20.7°C (range 15-27°C). The average minimum and maximum temperatures at our weather station in both May (6°C, 21°C) and June (10°C, 24°C) were below our 8-yr averages and well below last year's exceptionally high figures. Precipitation in May (5.2 cm) was below average, but in June (19.1 cm) it was above average."
234,OAK-HARDWOOD FOREST,61992.0,1992.0,1986.0,5,23.8,12,," (9 sunrise, 3 sunset); 2, 3, 5, 9, 11, 15, 17, 21, 23, 26 June; 1, 3 July.",15.8,21.0,62.5,159/40 ha,"Mean start temp., 13.5°C (range 7-26°C)."
3,SECOND-GROWTH HARDWOOD FOREST,71992.0,1992.0,1965.0,26,13.0,7,," (1 sunrise, 2 sunset); 19, 20, 27 May; 3, 9, 17 June.",10.1,50.0,117.0,463/40 ha,"Mean start temp., 19.9°C (range 14-24°C). The average minimum and maximum temperatures at our weather station in both May (6°C, 21°C) and June (10°C, 24°C) were below our 8-yr averages and well below last year's exceptionally high figures. Precipitation in May (5.2 cm) was below average, but in June (19.1 cm) it was above average."
160,CENTRAL HARDWOOD FOREST WITH SCATTERED PINE,81992.0,1992.0,1948.0,44,31.4,21,," (20 sunrise, 1 sunset); 29 March; 5, 8, 19, 20 April; 3, 10, 13, 17, 23, 24 May; 7, 10, 14, 17, 21, 26, 29 June; 2, 5, 11 July.",26.3,24.0,66.0,100/40 ha,"Mean start temp., 149°C (range 7-24°C). Some fog or mist on four visits."
85,MIXED UPLAND BROADLEAF FOREST,91992.0,1992.0,1959.0,34,102.8,29,," (29 sunrise); 4, 6, 9, 13, 17, 20, 23 April; 3, 12, 19, 20, 24, 28, 29 May; 10, 12, 13, 14,16, 17,20, 22, 23, 26, 27, 28, 29 June.",14.2,41.0,281.5,793/40 ha,"Mean start temp., 194°C. (range 5-29°C). The wind was at Beaufort scale 4 during 5 visits. Total precipitation for April through June was 21.1 cm (3.3 cm below average). Temperature was below average, following the second mild winter in succession. Source: NOAA data from National Airport."
182,WHITE ALDER-BLACK LOCUST-HACKBERRY RIPARIAN,101992.0,1992.0,1991.0,2,31.4,13,," (13 sunrise); 13, 14, 15, 22 May; 8, 10, 12, 13, 15, 17, 20, 22, 24 June.",5.3,20.0,36.0,272/40 ha,"Mean start temp., 129°C (range 6-19°C). Lower than average precipitation. The impact of grazing cattle was greater due to drought conditions (less vegetation to begin with)."
146,UPLAND TULIPTREE-MAPLE-OAK FOREST,111992.0,1992.0,1971.0,12,63.5,23,," (17 sunrise, 5 sunset); 25, 26 April; 2, 3, 9, 10, 16, 23, 25, 30 May; 6, 13, 18, 20, 22, 24, 25, 26, 28, 29, 30 June; 3, 6 July.",11.9,32.0,141.0,474/40 ha,"Mean start temp., 170°C (range 10-25°C). Temperature and precipitation departures, respectively, from the 30-yr means for: April, -2.2°C, -4.0 cm; May, -2.9°C, -1.3 cm; June, -2.3°C, -4.7 cm; July, +0.7°C, +3.0 cm. Source: Baltimore-Washington International Airport."
235,MIXED UPLAND HARDWOOD FOREST I,121992.0,1992.0,1992.0,1,16.0,8,," (8 sunrise); 17, 19, 21, 23, 29 June; 1, 10, 11 july.",20.9,19.0,95.0,182/40 ha,"Mean start temp, 11.0°C (range 7-16°C). Temperatures were below normal and precipitation was above normal throughout the study period."
236,MIXED UPLAND HARDWOOD FOREST II,131992.0,1992.0,1992.0,1,12.8,8,," (8 sunrise); 12, 24, 28 June; 1, 13, 21, 24, 31 July.",20.9,14.0,75.0,144/40 ha,"Mean start temp., 98°C (range 2-21°C). Rainfall was high during the study period, with rain on two visits. Fog occurred on one visit, and one visit was very cold."
237,MIXED UPLAND HARDWOOD FOREST III,141992.0,1992.0,1992.0,1,17.0,9,," (9 sunrise); 8, 11, 12, 20, 30 June; 2, 4, 9, 13 July.",20.9,20.0,103.0,197/40 ha,"Mean start temp., 9.7°C (range 4-19°C). Temperatures were below normal and rainfall was above normal for the study period. There was rain on one visit, fog on one visit, and very cold temperatures on one visit. The birds were quieter on those days."
238,MIXED UPLAND HARDWOOD FOREST IV,151992.0,1992.0,1992.0,1,13.2,8,," (8 sunrise); 11, 23, 29 June; 2, 7, 15, 22, 28 July.",20.9,13.0,68.5,131/40 ha,"Mean start temp, 11.0°C (range 2-16°C). Rainfall was high during the study period. One visit had fog and three were overcast or rainy."
239,OLD-GROWTH WOODS AND SWAMP FOREST,161992.0,1992.0,1989.0,4,29.5,8,," (2 sunrise, 1 sunset); 8, 12, 19, 28 May; 2, 9, 16, 23 June. Maximum number of observers/ visit, 3.",28.3,44.0,240.0,339/40 ha,"Mean start temp, 219°C (range 16-28°C). During May and June, precipitation was lower than normal and temperatures were near or below normal."
240,BASSWOOD-BLACK ASH FOREST WITH DEAD TIMBER,171992.0,1992.0,1979.0,6,32.3,8,," (6 sunrise, 1 sunset); 24, 27, 28 June; 5, 6, 7, 11, 12, 18 July. Two visits were done over a two-day period. Maximum number of observers/visit, 4.",11.5,30.0,132.5,461 / 40 ha,"Mean start temp, 162°C (range 11-21°C). Cool and rainy."
